露營場名稱,縣市別,縣市代碼,鄉/鎮/市/區,營業狀態,經度,緯度,地址,電話,手機,網站,符合相關法規露營場／違反相關法規露營場,違反相關法規,是否有在原民區,露營場設置時間
來去山上住一晚露營區,苗栗縣,10005,獅潭鄉,營業中,120.90692,24.47474,苗栗獅潭十一分四山頂,,0920486685,https://www.facebook.com/MountainHous/,違反相關法規露營場,區域計畫法,是,
思情華意露營區,苗栗縣,10005,獅潭鄉,營業中,120.963225,24.583,354苗栗縣獅潭鄉大銑櫃18號,,0915393831,,違反相關法規露營場,不符合土地管制法規,是,
橘園山谷,苗栗縣,10005,獅潭鄉,營業中,120.93431,24.55056,苗栗縣獅潭鄉永興村10鄰9號,,"0936532846,0917522818",https://m.icamping.app/store/jysg719,違反相關法規露營場,區域計畫法,是,
貓頭鷹生態休閒農場,苗栗縣,10005,獅潭鄉,營業中,120.926918,24.55149,苗栗縣獅潭鄉永興村11鄰14-6號,037931323,,,符合相關法規露營場,,是,休閒農場請洽主管機關（農業部）
竹木村(大興窩)露營區,苗栗縣,10005,獅潭鄉,營業中,120.901422,24.465658,苗栗縣獅潭鄉竹木村大興窩8鄰20-10號,,0986592083,https://m.icamping.app/store/jmc335,違反相關法規露營場,不符合土地管制法規,是,
韋家莊,苗栗縣,10005,獅潭鄉,營業中,120.901351,24.465242,苗栗縣獅潭鄉竹木村8鄰大興窩20-2號,,0926888003,https://www.facebook.com/888888jack/,違反相關法規露營場,不符合土地管制法規,是,
獅潭清泉露營區,苗栗縣,10005,獅潭鄉,營業中,120.927341,24.532932,苗栗縣獅潭鄉新店村大東勢3之1號,,"0982932615,0912457727",https://www.facebook.com/chingchuancamp/,違反相關法規露營場,不符合土地管制法規,是,
竹木村露營區,苗栗縣,10005,獅潭鄉,營業中,120.901166,24.465008,苗栗縣獅潭鄉竹木村大興窩8鄰20-10號,,0986592083,,違反相關法規露營場,不符合土地管制法規,是,
呼啦莊園,苗栗縣,10005,獅潭鄉,營業中,120.936405,24.5612619,苗栗縣獅潭鄉永興村下大窩2之1號,037931928,0987266845,https://www.hulagarden.com/,違反相關法規露營場,區域計畫法,是,
國王的移動城堡生態露營區,苗栗縣,10005,獅潭鄉,營業中,120.937351,24.515788,苗栗縣獅潭鄉新店村18鄰大東勢50號,,0989790970,https://www.facebook.com/%E5%9C%8B%E7%8E%8B%E7%9A%84%E7%A7%BB%E5%8B%95%E5%9F%8E%E5%A0%A1-%E7%94%9F%E6%85%8B%E9%9C%B2%E7%87%9F%E5%8D%80-490379858149033/,違反相關法規露營場,區域計畫法,是,
依杉林秘境,苗栗縣,10005,銅鑼鄉,營業中,120.80592,24.423506,苗栗縣銅鑼鄉新隆村8鄰新隆89號,,0911196484,https://www.facebook.com/K0911196484/,違反相關法規露營場,區域計畫法,否,
黃金梯田露營地,苗栗縣,10005,銅鑼鄉,營業中,120.7770542,24.47020072,九湖村92之5號,,0966433458,https://www.facebook.com/goldenterraces925/?locale=zh_TW,違反相關法規露營場,區域計畫法,否,
梯田露營區,苗栗縣,10005,銅鑼鄉,營業中,120.776262,24.469839,苗栗縣銅鑼鄉九湖村92之5號,,0920350365,http://www.goldenttcamp.com.tw/paper/other_select_index.php?id=46&title_id=695&group_id=17,違反相關法規露營場,不符合土地管制法規,否,
坐忘草堂,苗栗縣,10005,銅鑼鄉,營業中,120.800392,24.443116,苗栗縣銅鑼鄉盛隆村盛隆5鄰45-20號,,0912544797,https://www.easycamp.com.tw/store/store_index/2559,違反相關法規露營場,不符合土地管制法規,否,
柚香露露,苗栗縣,10005,銅鑼鄉,營業中,120.806215,24.531086,苗栗縣銅鑼鄉朝陽村朝北1號,,0900618279,https://www.yioauchamp.tw/,違反相關法規露營場,不符合土地管制法規,否,
蝸居營地,苗栗縣,10005,銅鑼鄉,營業中,120.79874,24.41753,苗栗縣銅鑼鄉新隆村新隆138-5號,,0980101388,https://www.facebook.com/people/%E8%9D%B8%E5%B1%85%E7%87%9F%E5%9C%B0/100083559632927/,違反相關法規露營場,區域計畫法,否,
山野戀露營區,苗栗縣,10005,銅鑼鄉,營業中,120.833429,24.422142,苗栗縣銅鑼鄉新隆村11-5,,0933674710,https://www.facebook.com/people/%E5%B1%B1%E9%87%8E%E6%88%80%E9%9C%B2%E7%87%9F%E5%8D%80/100057059636678/,違反相關法規露營場,不符合土地管制法規,否,
蓁愛露營區(大湖),苗栗縣,10005,銅鑼鄉,營業中,120.83588,24.405901,苗栗縣銅鑼鄉新隆村20鄰219號,,0937715570,https://www.facebook.com/groups/711315065612187/,違反相關法規露營場,,否,
茄李山居,苗栗縣,10005,銅鑼鄉,營業中,120.79714,24.417573,新隆村12鄰138之1號,,0910871897,https://www.facebook.com/people/%E8%8C%84%E6%9D%8E%E5%B1%B1%E5%B1%85/100094173018442/,違反相關法規露營場,區域計畫法,否,
風山雅筑露營區,苗栗縣,10005,銅鑼鄉,營業中,120.801798,24.442061,苗栗縣銅鑼鄉盛隆村 5 鄰盛隆 45-18號,,0932272678,https://www.royalcastle.com.tw/,違反相關法規露營場,區域計畫法,否,
自由休閒農場(苗栗自由農場),苗栗縣,10005,銅鑼鄉,營業中,120.8359376,24.44226395,苗栗縣銅鑼鄉光隆村193-1號,,0977738733,https://www.easycamp.com.tw/Store_2183.html,違反相關法規露營場,不符合土地管制法規,否,
山上的家露營區,苗栗縣,10005,銅鑼鄉,營業中,120.803713,24.433878,苗栗縣銅鑼鄉盛隆村盛隆65之1號,,"0933460613,0974188908",https://www.facebook.com/%E5%B1%B1%E4%B8%8A%E7%9A%84%E5%AE%B6-1488129681475953/,違反相關法規露營場,不符合土地管制法規,否,
李子紅休閒露營區,苗栗縣,10005,銅鑼鄉,營業中,120.834819,24.42112,苗栗縣銅鑼鄉新隆村8鄰.,,0935935221,https://m.icamping.app/store/lzh435,違反相關法規露營場,不符合土地管制法規,否,
山林深處,苗栗縣,10005,銅鑼鄉,營業中,120.834006,24.421746,苗栗縣銅鑼鄉新隆村8鄰新隆89號,,0910566442,https://www.facebook.com/iverson1119/,違反相關法規露營場,不符合土地管制法規,否,
鹿廚坑築夢園露營區,苗栗縣,10005,頭份市,營業中,120.890795,24.652334,廣興路380巷6鄰142之1號,,0919695215,https://www.facebook.com/p/%E9%B9%BF%E5%BB%9A%E5%9D%91%E7%AF%89%E5%A4%A2%E5%9C%92%E9%9C%B2%E7%87%9F%E5%8D%80-100063918160442/,違反相關法規露營場,區域計畫法,否,
天花湖露營民宿,苗栗縣,10005,頭屋鄉,營業中,120.871175,24.546183,苗栗縣頭屋鄉飛鳳村3鄰飛鳳40-1號,037253119,,https://www.facebook.com/M0900402996/,違反相關法規露營場,不符合土地管制法規,否,
叢林開始懶人露營區Glamping,苗栗縣,10005,頭屋鄉,營業中,120.888077,24.582386,明德村仁隆87號,037251002,0987932037,https://167712438634.web.fullinn.tw/,違反相關法規露營場,,否,
粉樣露營區,苗栗縣,10005,頭屋鄉,營業中,120.9123589,24.58644753,,,,,違反相關法規露營場,都市計畫法,否,
茶書坊健康園區,苗栗縣,10005,頭屋鄉,營業中,120.855697,24.557079,苗栗縣頭屋鄉飛鳳村12鄰飛鳳142號,,0911783288,https://www.facebook.com/teabookwork/,違反相關法規露營場,區域計畫法,否,
哞哞露營地,苗栗縣,10005,頭屋鄉,營業中,120.89788,24.60014,苗栗縣頭屋鄉明德路32-8號,,"0989239689,0903353997",https://www.facebook.com/p/%E6%84%9B%E9%9C%B2%E7%87%9F-%E5%93%9E%E5%93%9E%E9%9C%B2%E7%87%9F%E5%9C%B0-61558530418477/?_rdr,違反相關法規露營場,區域計畫法,否,
微時光露營園區,苗栗縣,10005,頭屋鄉,營業中,120.84959,24.588668,苗栗縣頭屋鄉4鄰46-1號,,0966052457,,違反相關法規露營場,不符合土地管制法規,否,
飛鷹堡探索基地,苗栗縣,10005,頭屋鄉,營業中,120.896802,24.580654,苗栗縣頭屋鄉明德村仁隆59號,,0931628539,https://forteagle.blogspot.com/,違反相關法規露營場,待清查,否,
藝景渡假莊園,苗栗縣,10005,頭屋鄉,營業中,120.91298,24.586442,苗栗縣頭屋鄉仁隆24 鄰 22 號,,0925558959,http://lake.many30.com/,違反相關法規露營場,待清查,否,
明德窯露營區,苗栗縣,10005,頭屋鄉,營業中,120.916933,24.589474,苗栗縣頭屋鄉明德村1鄰5號,,0911230445,https://tw-camping.tw/room_info.asp?id=393,違反相關法規露營場,待清查,否,
荒野半島露營區,苗栗縣,10005,頭屋鄉,營業中,120.896848,24.583485,362003苗栗縣頭屋鄉仁隆20鄰62號,,0958757806,https://www.travelwildtw.com/products/glamping67,違反相關法規露營場,待清查,否,
Cargo Place卡果牧場,桃園市,68000,大園區,營業中,121.2185579,25.04130358,埔心83-2號,,,,違反相關法規露營場,區域計畫法,否,
森森親子露營,桃園市,68000,大溪區,營業中,121.263696,24.830862,,,,,違反相關法規露營場,農業發展條例,否,
5ï¼2農場,桃園市,68000,大溪區,營業中,121.354018,24.840489,美和路316巷22-1號,,,,違反相關法規露營場,非都市土地使用管制規則,否,
石門森林休閒農場,桃園市,68000,大溪區,營業中,121.292686,24.818489,,,,,符合相關法規露營場,,否,休閒農場請洽主管機關（農業部）
水樂活親子農場,桃園市,68000,中壢區,營業中,121.16617,24.984022,,,,,違反相關法規露營場,非都市土地使用管制規則,否,
高坡金磐石露營區,桃園市,68000,復興區,營業中,121.353575,24.768735,,,,,違反相關法規露營場,農業發展條例,是,
樹不老休閒莊園,桃園市,68000,復興區,營業中,121.3783465,24.72959641,高義里8鄰色霧鬧12-1號,,,,違反相關法規露營場,區域計畫法,是,
天立農場,桃園市,68000,復興區,營業中,121.3523377,24.82433257,色霧段282、282-3,,0936402031,,違反相關法規露營場,農業發展條例,是,
溫度露營場,桃園市,68000,復興區,營業中,,,霞雲段903地號,033732118,0906646023,,違反相關法規露營場,,是,
夏蝶冬櫻山谷園地,桃園市,68000,復興區,營業中,121.350519,24.701503,高義蘭道路36-1號,,,,違反相關法規露營場,農業發展條例,是,
融奎霖休閒露營區,桃園市,68000,復興區,營業中,121.390873,24.806878,,,,,違反相關法規露營場,農業發展條例,是,
溪口台露營區,桃園市,68000,復興區,營業中,121.344206,24.802928,桃園市復興區羅馬路二段268號,,0936314015,,違反相關法規露營場,尚未設置登記,是,
戀戀雅渡農場,桃園市,68000,復興區,營業中,121.381082,24.725801,,,,,違反相關法規露營場,農業發展條例,是,
享恩商店露營區,桃園市,68000,復興區,營業中,121.3455,24.807987,溪口路86號,,0937105053,,違反相關法規露營場,農業發展條例,是,
哇吶訕露營區,桃園市,68000,復興區,營業中,121.358043,24.682741,14之18號,,0925313332,,違反相關法規露營場,農業發展條例,是,
好馨勤齊露營區,桃園市,68000,復興區,營業中,121.343449,24.802616,,,0963081484,,違反相關法規露營場,農業發展條例,是,
達彥休閒民宿露營區,桃園市,68000,復興區,營業中,121.397091,24.806709,庫志道路32號,,0926195480,,違反相關法規露營場,農業發展條例,是,
霞雲歡樂谷,桃園市,68000,復興區,營業中,121.379794,24.813488,,,,,違反相關法規露營場,區域計畫法,是,
拉拉山芘雅尚露營區,桃園市,68000,復興區,營業中,121.413218,24.685253,141-9號,,0933337207,,違反相關法規露營場,區域計畫法,是,
伊萬農場,桃園市,68000,復興區,營業中,121.3872726,24.724721,,,,,違反相關法規露營場,農業發展條例,是,
日青露營區,桃園市,68000,復興區,營業中,121.321654,24.773476,8鄰26號,,0937813265,,違反相關法規露營場,農業發展條例,是,
天恩農場 ,桃園市,68000,復興區,營業中,121.4173848,24.69604244,神木路193-1號193-2號,,,,違反相關法規露營場,區域計畫法,是,
祥緣莊,桃園市,68000,復興區,營業中,121.40267,24.697673,,,,,違反相關法規露營場,區域計畫法,是,
樂野露營區,桃園市,68000,復興區,營業中,121.404405,24.694498,,,,,違反相關法規露營場,區域計畫法,是,
CaVa休閒露營區,桃園市,68000,復興區,營業中,121.355555,24.76894,桃園市復興區羅浮里高坡16-10號,,0937098227,https://ca-va.weebly.com,符合相關法規露營場,尚未設置登記,是,1131007
福田美地露營場,桃園市,68000,復興區,營業中,121.397786,24.806728,庫志道路11鄰24號,,,,違反相關法規露營場,農業發展條例,是,
微風山崚拉拉山露營區,桃園市,68000,復興區,營業中,121.401655,24.692115,,,,,違反相關法規露營場,農業發展條例,是,
山裡生活自然休閒農場,桃園市,68000,復興區,營業中,121.3533858,24.83852689,三民里14鄰大窩路596號,,,,符合相關法規露營場,,是,1130118
那結山露營區,桃園市,68000,復興區,營業中,121.328455,24.775215,,,,,違反相關法規露營場,農業發展條例,是,
東眼山農場,桃園市,68000,復興區,營業中,121.3952525,24.84325327,成福路545號,,0926223828,,違反相關法規露營場,區域計畫法,是,
逍遙遊秘境露營區,桃園市,68000,復興區,營業中,121.392138,24.828977,,,0955358736,,違反相關法規露營場,區域計畫法,是,
比該溪生態露營區,桃園市,68000,復興區,營業中,121.426116,24.679606,,,,,違反相關法規露營場,森林法,是,
馬莎度露營區,桃園市,68000,復興區,營業中,121.392312,24.817634,,,,,違反相關法規露營場,農業發展條例,是,
比亞山露營區,桃園市,68000,復興區,營業中,121.343124,24.806012,,,0989608281,,違反相關法規露營場,農業發展條例,是,
一號地露營區,桃園市,68000,復興區,營業中,121.362643,24.686941,,,0976283287,,違反相關法規露營場,農業發展條例,是,
蜻蜓露營區,桃園市,68000,復興區,營業中,121.325065,24.778501,,,,,違反相關法規露營場,森林法,是,
長榮露營區,桃園市,68000,復興區,營業中,121.421026,24.696614,,,,,違反相關法規露營場,農業發展條例,是,
塔木休閒露營區,桃園市,68000,復興區,營業中,121.37638,24.772408,10鄰29之5號,,0925530904,,違反相關法規露營場,農業發展條例,是,
微笑草地,桃園市,68000,復興區,營業中,121.412041,24.688464,,,,,違反相關法規露營場,農業發展條例,是,
山大王休閒農莊,桃園市,68000,復興區,營業中,121.359075,24.8112,,,0912455060,,違反相關法規露營場,農業發展條例,是,
桃子菇菇休閒農莊,桃園市,68000,復興區,營業中,121.420396,24.689059,,,,,違反相關法規露營場,農業發展條例,是,
亞霧香草營區,桃園市,68000,復興區,營業中,121.399888,24.784345,,,0973685763,,違反相關法規露營場,區域計畫法,是,
蝶木窩露營休閒坊,桃園市,68000,復興區,營業中,121.366999,24.794966,,,,,違反相關法規露營場,農業區依「都市計畫法桃園市施行細則」第29條規定，得申請休閒農業設施，如業依休閒農業相規定得設置露營設施，則無違反。,是,
恩愛農場,桃園市,68000,復興區,營業中,121.422537,24.696774,,,,,違反相關法規露營場,農業發展條例,是,
馬灣露營區,桃園市,68000,復興區,營業中,121.397563,24.806076,,,0919973148,,違反相關法規露營場,農業發展條例/有違反水土保持法裁罰紀錄,是,
八度野溪露營區,桃園市,68000,復興區,營業中,121.335976,24.792131,羅馬路三段238號,,0930828768,,違反相關法規露營場,區域計畫法,是,
拉拉山得拉互露營區,桃園市,68000,復興區,營業中,121.390096,24.683683,,,,,違反相關法規露營場,農業發展條例,是,
黑皮露營區,桃園市,68000,復興區,營業中,,,,,0912455060,,違反相關法規露營場,區域計畫法,是,
山豬王露營區,桃園市,68000,復興區,營業中,121.392477,24.791219,,,,,違反相關法規露營場,區域計畫法,是,
鑫園馬告露營區,桃園市,68000,復興區,營業中,121.281976,24.796431,,,,,違反相關法規露營場,1.遊樂區依土地使用分區管制規定，應擬定細部計畫，於細部計畫完成後法定程序前，不得核發建築執照，露營區無涉建築行為則無違反。有關露營區有無涉及建築行為應依本府觀光旅遊局及建管處認定。2.停車場用地部分需經交通局認定有無妨礙指定目的用途使用。,是,
木村的家露營區,桃園市,68000,復興區,營業中,121.411316,24.688409,中心路156-2號,,0933797364,,違反相關法規露營場,農業發展條例,是,
高崗原創農園(雅月の娜杉),桃園市,68000,復興區,營業中,121.365274,24.675041,武崙路33號,,0960582481,,違反相關法規露營場,農業發展條例,是,
尹宿納露營區,桃園市,68000,復興區,營業中,121.336575,24.691377,,,,,違反相關法規露營場,農業發展條例,是,
爺亨溪岸露營區,桃園市,68000,復興區,營業中,121.371664,24.675035,,,,,違反相關法規露營場,農業發展條例,是,
楓林谷露營區,桃園市,68000,復興區,營業中,121.327191,24.802043,,,,,違反相關法規露營場,依計畫土地使用計畫規定，應擬定細部計畫，於細部計畫完成後法定程序前，不得核發建築執照，露營區無涉建築行為則無違反。有關露營區有無涉及建築行為應依本府觀光旅遊局及建管處認定。,是,
Kiwi休閒露營區,桃園市,68000,復興區,營業中,121.355446,24.769978,桃園市復興區羅浮里高坡16-6號,,0989344266,https://kiwicamping.weebly.com,符合相關法規露營場,,是,1130311
山雲海露營農場,桃園市,68000,復興區,營業中,121.414766,24.689861,中心路156號,,0910262947,,違反相關法規露營場,農業發展條例,是,
利河伯休閒農園露營區,桃園市,68000,復興區,營業中,121.379691,24.67375,,,,,違反相關法規露營場,農業發展條例,是,
高山青莊園,桃園市,68000,復興區,營業中,121.352129,24.766565,,,,,違反相關法規露營場,農業發展條例,是,
谷力農場,桃園市,68000,復興區,營業中,121.372392,24.778675,桃園市復興區義盛村10鄰義興29號,,0939378160,https://www.easycamp.com.tw/Store_2542.html,符合相關法規露營場,尚未設置登記,是,1140108
